Date (GMT),Symbol,Amount,Trade Type,Price
04/05/21 06:59:59,ETHUSDT,0.05,BUY,2049.34
04/05/21 07:50:59,ETHUSDT,0.05,SELL,2051.36
04/05/21 09:50:59,ETHUSDT,0.05,BUY,2073.8
04/05/21 10:50:59,ETHUSDT,0.05,SELL,2107.49
04/05/21 13:20:59,ETHUSDT,0.05,SELL,2094.4
04/05/21 13:47:59,ETHUSDT,0.05,BUY,2103.76
04/05/21 16:26:59,ETHUSDT,0.05,BUY,2117.1
04/05/21 16:47:59,ETHUSDT,0.05,SELL,2107.74
04/05/21 19:05:59,ETHUSDT,0.05,SELL,2099.56
04/05/21 19:32:59,ETHUSDT,0.05,BUY,2102.34
